Order ID,Order Date,Customer,Region,Customer Segment,Category,Product,Quantity,Discount,Sales,Profit,Order Month,Order Year,Profit Margin
ORD-0019,2024-12-14,Customer 098,West,Small Business,Office Supplies,Stapler,2,0.08,27.506854278921047,14.303564225038945,Dec,2024,0.52
ORD-0020,2024-08-27,Customer 030,East,Small Business,Office Supplies,Notebook,1,0.15,9.778045052105407,5.084583427094811,Aug,2024,0.52
ORD-0021,2024-10-01,Customer 076,East,Small Business,Office Supplies,Pen Set,6,0.0,112.88163041010456,58.698447813254376,Oct,2024,0.52
ORD-0022,2024-03-21,Customer 046,West,Consumer,Furniture,Desk,5,0.1,1321.435213021514,502.14538094817533,Mar,2024,0.38
ORD-0023,2024-02-24,Customer 096,East,Small Business,Furniture,Filing Cabinet,4,0.02,714.1731202418382,271.38578569189855,Feb,2024,0.38000000000000006
ORD-0024,2024-03-23,Customer 005,North,Small Business,Office Supplies,Stapler,6,0.08,81.05438536867376,42.14828039171036,Mar,2024,0.52
ORD-0025,2024-07-04,Customer 146,East,Consumer,Technology,Monitor,1,0.02,235.93826827771863,75.50024584886995,Jul,2024,0.31999999999999995
ORD-0026,2024-02-13,Customer 122,West,Consumer,Technology,Monitor,3,0.02,770.5134427569058,246.56430168220982,Feb,2024,0.31999999999999995
ORD-0027,2024-03-25,Customer 139,East,Small Business,Furniture,Filing Cabinet,7,0.02,1217.2607980696055,462.5591032664501,Mar,2024,0.38
ORD-0028,2024-12-19,Customer 096,South,Small Business,Office Supplies,Stapler,5,0.08,70.30018758764558,36.5560975455757,Dec,2024,0.52
ORD-0029,2024-09-21,Customer 017,West,Consumer,Furniture,Bookshelf,4,0.02,611.4917369525378,232.36686004196437,Sep,2024,0.38
ORD-0030,2024-01-11,Customer 019,South,Small Business,Furniture,Office Chair,4,0.0,749.7349536048955,284.8992823698603,Jan,2024,0.38
ORD-0031,2024-11-19,Customer 085,North,Consumer,Office Supplies,Paper,2,0.0,18.79266798024099,9.772187349725314,Nov,2024,0.52
ORD-0032,2024-09-20,Customer 139,South,Corporate,Technology,Monitor,8,0.02,1742.439711605102,557.5807077136326,Sep,2024,0.31999999999999995
ORD-0033,2024-10-19,Customer 049,West,Consumer,Technology,Keyboard,8,0.08,363.3338789069191,116.2668412502141,Oct,2024,0.31999999999999995
ORD-0034,2024-02-19,Customer 120,West,Corporate,Technology,Monitor,7,0.08,1756.1093213222625,561.9549828231239,Feb,2024,0.31999999999999995
ORD-0035,2024-01-28,Customer 087,North,Consumer,Office Supplies,Desk Organizer,7,0.15,149.32033294495412,77.64657313137614,Jan,2024,0.52
ORD-0036,2024-02-25,Customer 115,South,Consumer,Office Supplies,Stapler,4,0.1,59.306433335538,30.839345334479763,Feb,2024,0.52
ORD-0037,2024-08-04,Customer 020,South,Corporate,Technology,Keyboard,8,0.02,414.9203534622405,132.77451310791693,Aug,2024,0.31999999999999995
ORD-0038,2024-10-08,Customer 061,North,Consumer,Furniture,Bookshelf,1,0.0,135.95572061725855,51.66317383455825,Oct,2024,0.38
ORD-0039,2024-07-27,Customer 016,West,Corporate,Technology,Keyboard,4,0.08,215.50396643283636,68.96126925850763,Jul,2024,0.31999999999999995
ORD-0040,2024-07-13,Customer 074,North,Corporate,Technology,Keyboard,5,0.08,252.70681684735217,80.86618139115268,Jul,2024,0.31999999999999995
ORD-0041,2024-12-22,Customer 056,West,Consumer,Furniture,Desk,4,0.05,1110.1475932642377,421.8560854404103,Dec,2024,0.38
ORD-0042,2024-10-23,Customer 013,North,Small Business,Technology,Laptop,6,0.0,5169.858605223219,1654.3547536714298,Oct,2024,0.31999999999999995
ORD-0043,2024-09-01,Customer 018,South,Consumer,Office Supplies,Notebook,2,0.02,20.91598086449008,10.876310049534842,Sep,2024,0.52
ORD-0044,2024-02-04,Customer 064,South,Corporate,Office Supplies,Notebook,2,0.1,24.311156584923456,12.641801424160198,Feb,2024,0.52
ORD-0045,2024-10-31,Customer 150,North,Small Business,Office Supplies,Notebook,2,0.08,20.97314273830666,10.906034223919463,Oct,2024,0.52
ORD-0046,2024-09-24,Customer 081,East,Corporate,Office Supplies,Notebook,4,0.15,43.20234548444346,22.4652196519106,Sep,2024,0.52
ORD-0047,2024-05-15,Customer 081,West,Consumer,Technology,Mouse,5,0.08,124.18406438208537,39.738900602267314,May,2024,0.31999999999999995
ORD-0048,2024-02-07,Customer 138,North,Corporate,Office Supplies,Stapler,2,0.0,30.612550971540266,15.918526505200939,Feb,2024,0.52
ORD-0049,2024-09-16,Customer 063,East,Consumer,Technology,Mouse,6,0.0,172.63877827101115,55.24440904672356,Sep,2024,0.31999999999999995
ORD-0050,2024-05-25,Customer 136,South,Corporate,Furniture,Office Chair,5,0.1,878.7656143273382,333.93093344438853,May,2024,0.38
ORD-0051,2024-12-07,Customer 068,East,Small Business,Technology,Laptop,2,0.02,1902.2185572610538,608.7099383235371,Dec,2024,0.31999999999999995
ORD-0052,2024-02-24,Customer 054,South,Corporate,Technology,Monitor,5,0.1,1176.4287312921008,376.4571940134722,Feb,2024,0.31999999999999995
ORD-0053,2024-06-24,Customer 126,South,Small Business,Office Supplies,Paper,5,0.1,45.913420926004406,23.874978881522292,Jun,2024,0.52
ORD-0054,2024-01-27,Customer 012,North,Small Business,Technology,Printer,7,0.05,1342.5592513847118,429.6189604431077,Jan,2024,0.31999999999999995
ORD-0055,2024-06-19,Customer 114,South,Small Business,Technology,Laptop,5,0.02,4337.568421172005,1388.0218947750416,Jun,2024,0.31999999999999995
ORD-0056,2024-12-27,Customer 020,West,Small Business,Furniture,Filing Cabinet,1,0.0,214.49214825668588,81.50701633754063,Dec,2024,0.38
ORD-0057,2024-03-17,Customer 033,North,Corporate,Office Supplies,Paper,3,0.08,22.452701512761813,11.675404786636143,Mar,2024,0.52
ORD-0058,2024-06-06,Customer 064,East,Consumer,Technology,Laptop,6,0.02,4662.71103352014,1492.0675307264444,Jun,2024,0.31999999999999995
ORD-0059,2024-02-22,Customer 040,East,Small Business,Office Supplies,Pen Set,7,0.1,101.17676913186286,52.61191994856868,Feb,2024,0.52
ORD-0060,2024-03-24,Customer 086,South,Corporate,Technology,Mouse,1,0.02,26.557507354558872,8.498402353458838,Mar,2024,0.31999999999999995
ORD-0061,2024-07-29,Customer 028,South,Corporate,Office Supplies,Stapler,3,0.15,37.674064709268116,19.59051364881942,Jul,2024,0.52
ORD-0062,2024-01-20,Customer 090,West,Consumer,Furniture,Desk,4,0.08,1122.5639673505736,426.574307593218,Jan,2024,0.38
ORD-0063,2024-04-26,Customer 085,South,Consumer,Technology,Printer,4,0.08,731.1300460368042,233.9616147317773,Apr,2024,0.31999999999999995
ORD-0064,2024-02-05,Customer 138,East,Corporate,Technology,Printer,7,0.15,1045.642359479985,334.6055550335952,Feb,2024,0.31999999999999995
ORD-0065,2024-01-15,Customer 068,North,Corporate,Furniture,Office Chair,3,0.1,541.9682640880411,205.94794035345564,Jan,2024,0.38
ORD-0066,2024-02-25,Customer 156,West,Corporate,Technology,Laptop,6,0.08,4816.469105988196,1541.2701139162225,Feb,2024,0.31999999999999995
ORD-0067,2024-02-29,Customer 012,West,Small Business,Furniture,Filing Cabinet,4,0.05,662.8317684165802,251.8760719983005,Feb,2024,0.38
ORD-0068,2024-08-11,Customer 111,North,Small Business,Office Supplies,Paper,4,0.05,37.503486920282796,19.501813198547055,Aug,2024,0.52
ORD-0069,2024-12-06,Customer 032,East,Small Business,Technology,Monitor,6,0.15,1101.7574967232904,352.56239895145285,Dec,2024,0.31999999999999995
ORD-0070,2024-06-02,Customer 104,East,Small Business,Office Supplies,Paper,7,0.05,68.61559945199605,35.680111715037945,Jun,2024,0.52
ORD-0071,2024-05-31,Customer 098,South,Consumer,Office Supplies,Paper,7,0.15,58.28950099687571,30.31054051837537,May,2024,0.52
ORD-0072,2024-03-30,Customer 074,East,Corporate,Office Supplies,Pen Set,1,0.05,15.965470301643272,8.302044556854502,Mar,2024,0.52
ORD-0073,2024-08-08,Customer 055,East,Corporate,Technology,Mouse,8,0.08,181.65765943214464,58.13045101828627,Aug,2024,0.31999999999999995
ORD-0074,2024-08-30,Customer 132,South,Small Business,Furniture,Filing Cabinet,2,0.05,397.16302543149266,150.9219496639672,Aug,2024,0.38
ORD-0075,2024-11-20,Customer 080,East,Consumer,Office Supplies,Pen Set,4,0.15,65.53611074973803,34.078777589863776,Nov,2024,0.52
ORD-0076,2024-04-11,Customer 122,South,Consumer,Technology,Mouse,1,0.02,29.548268306582063,9.455445858106259,Apr,2024,0.31999999999999995
ORD-0077,2024-02-07,Customer 099,West,Corporate,Office Supplies,Notebook,4,0.15,44.40031413909238,23.08816335232804,Feb,2024,0.52
ORD-0078,2024-07-23,Customer 109,South,Consumer,Furniture,Bookshelf,1,0.0,134.99880839523067,51.29954719018765,Jul,2024,0.38
ORD-0079,2024-03-31,Customer 117,West,Consumer,Technology,Mouse,4,0.0,109.4000036311788,35.00800116197721,Mar,2024,0.31999999999999995
ORD-0080,2024-08-25,Customer 115,East,Corporate,Technology,Keyboard,7,0.1,315.76012986387354,101.04324155643953,Aug,2024,0.31999999999999995
ORD-0081,2024-08-31,Customer 071,West,Corporate,Technology,Keyboard,4,0.15,208.1380919724587,66.60418943118678,Aug,2024,0.31999999999999995
ORD-0082,2024-09-23,Customer 113,West,Small Business,Office Supplies,Stapler,4,0.05,59.75255817187611,31.071330249375578,Sep,2024,0.52
ORD-0083,2024-12-31,Customer 082,East,Consumer,Technology,Monitor,5,0.05,1105.0504120496453,353.6161318558864,Dec,2024,0.31999999999999995
ORD-0084,2024-02-11,Customer 040,South,Consumer,Furniture,Filing Cabinet,4,0.08,627.2947996003967,238.37202384815075,Feb,2024,0.38
ORD-0085,2024-04-19,Customer 139,North,Corporate,Office Supplies,Paper,7,0.05,57.693318827764244,30.000525790437408,Apr,2024,0.52
ORD-0086,2024-07-31,Customer 150,North,Consumer,Furniture,Bookshelf,7,0.08,934.8943140510161,355.25983933938613,Jul,2024,0.38
ORD-0087,2024-01-11,Customer 077,West,Corporate,Office Supplies,Paper,1,0.05,9.20829586269342,4.788313848600579,Jan,2024,0.52
ORD-0088,2024-07-18,Customer 057,West,Small Business,Office Supplies,Stapler,4,0.08,58.078156553078095,30.20064140760061,Jul,2024,0.52
ORD-0089,2024-08-11,Customer 104,West,Consumer,Technology,Printer,7,0.05,1340.0982862732428,428.83145160743766,Aug,2024,0.31999999999999995
ORD-0090,2024-03-25,Customer 152,West,Consumer,Office Supplies,Paper,1,0.08,8.342083686692053,4.3378835170798675,Mar,2024,0.52
ORD-0091,2024-12-05,Customer 119,North,Consumer,Office Supplies,Notebook,7,0.02,75.09974954792305,39.05186976491999,Dec,2024,0.52
ORD-0092,2024-01-26,Customer 117,East,Corporate,Technology,Keyboard,6,0.02,346.87110833073746,110.99875466583597,Jan,2024,0.31999999999999995
ORD-0093,2024-06-21,Customer 021,West,Corporate,Furniture,Office Chair,7,0.05,1515.7778065062441,575.9955664723727,Jun,2024,0.37999999999999995
ORD-0094,2024-01-10,Customer 018,North,Corporate,Furniture,Bookshelf,4,0.15,526.0878701053196,199.91339064002142,Jan,2024,0.38
ORD-0095,2024-11-29,Customer 006,North,Consumer,Office Supplies,Stapler,4,0.02,63.9838749489586,33.271614973458476,Nov,2024,0.52
ORD-0096,2024-03-19,Customer 030,South,Consumer,Office Supplies,Notebook,8,0.15,82.68730457910024,42.99739838113213,Mar,2024,0.52
ORD-0097,2024-04-21,Customer 043,West,Small Business,Office Supplies,Notebook,5,0.05,58.204858244188884,30.26652628697822,Apr,2024,0.52
ORD-0098,2024-11-06,Customer 149,North,Consumer,Office Supplies,Notebook,5,0.0,59.72616449740849,31.057605538652417,Nov,2024,0.52
ORD-0099,2024-06-08,Customer 152,West,Corporate,Technology,Laptop,4,0.0,3015.3347583510795,964.9071226723453,Jun,2024,0.31999999999999995
ORD-0100,2024-11-17,Customer 154,South,Consumer,Office Supplies,Paper,5,0.15,34.77424871227335,18.08260933038214,Nov,2024,0.52
ORD-0101,2024-03-02,Customer 095,North,Corporate,Office Supplies,Stapler,7,0.15,79.2973648020861,41.23462969708477,Mar,2024,0.52
ORD-0102,2024-09-16,Customer 028,East,Consumer,Technology,Monitor,7,0.08,1625.7097015453107,520.2271044944994,Sep,2024,0.31999999999999995
ORD-0103,2024-07-04,Customer 046,West,Small Business,Furniture,Desk,3,0.08,852.1785846713852,323.82786217512637,Jul,2024,0.37999999999999995
ORD-0104,2024-09-24,Customer 112,East,Small Business,Office Supplies,Paper,8,0.08,67.38688509734247,35.04118025061808,Sep,2024,0.52
ORD-0105,2024-10-30,Customer 072,East,Corporate,Office Supplies,Desk Organizer,4,0.0,99.00377942048397,51.481965298651666,Oct,2024,0.52
ORD-0106,2024-05-04,Customer 008,West,Small Business,Furniture,Bookshelf,7,0.05,944.9406296155207,359.07743925389786,May,2024,0.38
ORD-0107,2024-06-15,Customer 067,South,Corporate,Furniture,Bookshelf,4,0.05,564.7579318551834,214.6080141049697,Jun,2024,0.38
ORD-0108,2024-05-23,Customer 049,East,Small Business,Furniture,Office Chair,1,0.1,204.87577459985178,77.85279434794367,May,2024,0.37999999999999995
ORD-0109,2024-05-03,Customer 122,West,Corporate,Technology,Monitor,4,0.15,768.4888118211143,245.91641978275652,May,2024,0.31999999999999995
ORD-0110,2024-12-30,Customer 076,West,Corporate,Office Supplies,Pen Set,1,0.0,16.214122361767934,8.431343628119325,Dec,2024,0.52
ORD-0111,2024-07-26,Customer 142,South,Corporate,Technology,Mouse,6,0.08,148.10447583183506,47.39343226618721,Jul,2024,0.31999999999999995
ORD-0112,2024-06-25,Customer 117,West,Small Business,Furniture,Filing Cabinet,6,0.05,1000.1827166059433,380.06943231025843,Jun,2024,0.38
ORD-0113,2024-06-05,Customer 050,East,Consumer,Technology,Printer,2,0.15,346.09162003654336,110.74931841169386,Jun,2024,0.31999999999999995
ORD-0114,2024-03-02,Customer 124,South,Consumer,Furniture,Office Chair,4,0.15,784.1094467724281,297.9615897735227,Mar,2024,0.38
ORD-0115,2024-10-28,Customer 059,East,Consumer,Technology,Printer,4,0.05,718.8970057523449,230.04704184075032,Oct,2024,0.31999999999999995
ORD-0116,2024-04-01,Customer 012,East,Consumer,Furniture,Office Chair,3,0.05,667.5036740713841,253.65139614712598,Apr,2024,0.38
ORD-0117,2024-10-10,Customer 126,East,Small Business,Technology,Laptop,3,0.15,2377.7289912032843,760.8732771850508,Oct,2024,0.31999999999999995
ORD-0118,2024-01-07,Customer 088,East,Corporate,Technology,Monitor,8,0.08,1643.4124850443993,525.8919952142077,Jan,2024,0.31999999999999995
ORD-0119,2024-01-27,Customer 103,East,Corporate,Technology,Keyboard,2,0.0,123.30900225515234,39.45888072164874,Jan,2024,0.31999999999999995
ORD-0120,2024-02-07,Customer 078,North,Consumer,Furniture,Bookshelf,3,0.1,415.37707415347637,157.84328817832102,Feb,2024,0.38
ORD-0121,2024-05-07,Customer 153,North,Small Business,Technology,Monitor,7,0.1,1660.1893689441767,531.2605980621365,May,2024,0.31999999999999995
ORD-0122,2024-11-12,Customer 114,South,Small Business,Office Supplies,Stapler,7,0.08,108.37985328460454,56.35752370799436,Nov,2024,0.52
ORD-0123,2024-10-28,Customer 026,West,Corporate,Technology,Printer,1,0.1,156.46947199526932,50.07023103848617,Oct,2024,0.31999999999999995
ORD-0124,2024-04-16,Customer 062,South,Corporate,Office Supplies,Stapler,2,0.02,26.745592176900693,13.90770793198836,Apr,2024,0.52
ORD-0125,2024-10-09,Customer 116,North,Consumer,Technology,Keyboard,1,0.08,47.642050190648014,15.245456061007362,Oct,2024,0.31999999999999995
ORD-0126,2024-10-31,Customer 074,West,Corporate,Office Supplies,Paper,1,0.02,8.778714487834566,4.564931533673975,Oct,2024,0.52
ORD-0127,2024-05-24,Customer 151,West,Consumer,Office Supplies,Paper,4,0.05,37.6495483485283,19.577765141234718,May,2024,0.52
ORD-0128,2024-04-11,Customer 039,West,Consumer,Office Supplies,Pen Set,4,0.15,68.07871215772782,35.40093032201847,Apr,2024,0.52
ORD-0129,2024-03-13,Customer 153,North,Consumer,Technology,Printer,3,0.05,452.4029395998752,144.76894067196005,Mar,2024,0.31999999999999995
ORD-0130,2024-10-18,Customer 078,East,Corporate,Office Supplies,Paper,2,0.08,16.856453339284812,8.765355736428102,Oct,2024,0.52
ORD-0131,2024-07-25,Customer 021,East,Small Business,Office Supplies,Paper,8,0.08,65.75651230911528,34.193386400739946,Jul,2024,0.52
ORD-0132,2024-01-21,Customer 065,West,Small Business,Office Supplies,Notebook,6,0.1,60.909998251995894,31.673199091037866,Jan,2024,0.52
ORD-0133,2024-02-16,Customer 069,South,Small Business,Technology,Laptop,1,0.15,659.1827365326182,210.93847569043777,Feb,2024,0.31999999999999995
ORD-0134,2024-01-21,Customer 047,South,Corporate,Office Supplies,Notebook,8,0.05,88.56943598064292,46.05610670993432,Jan,2024,0.52
ORD-0135,2024-08-11,Customer 105,West,Consumer,Office Supplies,Notebook,8,0.05,103.47420854914185,53.806588445553764,Aug,2024,0.52
ORD-0136,2024-06-13,Customer 127,North,Consumer,Furniture,Office Chair,6,0.08,1121.253346475584,426.07627166072194,Jun,2024,0.38
ORD-0137,2024-12-05,Customer 023,West,Small Business,Technology,Printer,1,0.08,168.9241662793894,54.0557332094046,Dec,2024,0.31999999999999995
ORD-0138,2024-05-09,Customer 001,East,Consumer,Furniture,Office Chair,7,0.1,1415.3654023069464,537.8388528766396,May,2024,0.38
ORD-0139,2024-10-04,Customer 133,West,Corporate,Office Supplies,Pen Set,1,0.02,17.2550950702121,8.972649436510292,Oct,2024,0.52
ORD-0140,2024-11-14,Customer 053,West,Small Business,Furniture,Office Chair,8,0.0,1919.2003527222278,729.2961340344466,Nov,2024,0.38
ORD-0141,2024-10-08,Customer 125,South,Corporate,Technology,Printer,8,0.15,1395.1895820324687,446.4606662503899,Oct,2024,0.31999999999999995
ORD-0142,2024-01-15,Customer 142,South,Small Business,Technology,Monitor,3,0.05,648.4191543930282,207.49412940576897,Jan,2024,0.31999999999999995
ORD-0143,2024-10-09,Customer 119,West,Consumer,Technology,Laptop,4,0.0,3448.47412840921,1103.511721090947,Oct,2024,0.31999999999999995
ORD-0144,2024-11-27,Customer 070,South,Corporate,Technology,Monitor,5,0.1,1038.1361151425701,332.2035568456224,Nov,2024,0.31999999999999995
ORD-0145,2024-09-04,Customer 038,West,Consumer,Furniture,Desk,8,0.1,2204.713574742335,837.7911584020873,Sep,2024,0.38
ORD-0146,2024-04-07,Customer 088,South,Consumer,Furniture,Desk,5,0.08,1310.0203483565856,497.80773237550255,Apr,2024,0.38
ORD-0147,2024-09-16,Customer 077,East,Consumer,Office Supplies,Stapler,5,0.15,66.59212609862897,34.627905571287066,Sep,2024,0.52
ORD-0148,2024-10-27,Customer 124,West,Consumer,Office Supplies,Desk Organizer,8,0.1,160.89057646545194,83.66309976203502,Oct,2024,0.52
ORD-0149,2024-06-19,Customer 062,West,Corporate,Furniture,Office Chair,6,0.02,1103.7868097517414,419.43898770566176,Jun,2024,0.38
ORD-0150,2024-07-15,Customer 122,South,Corporate,Office Supplies,Notebook,1,0.05,10.88967381692029,5.662630384798551,Jul,2024,0.52
ORD-0151,2024-07-14,Customer 010,West,Small Business,Office Supplies,Paper,3,0.08,27.950757644001154,14.5343939748806,Jul,2024,0.52
ORD-0152,2024-09-14,Customer 135,East,Consumer,Technology,Keyboard,8,0.0,415.6599526112363,133.0111848355956,Sep,2024,0.31999999999999995
ORD-0153,2024-01-08,Customer 121,South,Corporate,Furniture,Bookshelf,3,0.0,413.60472695908356,157.16979624445176,Jan,2024,0.38
ORD-0154,2024-05-15,Customer 021,East,Small Business,Office Supplies,Stapler,7,0.15,90.33458789078858,46.97398570321006,May,2024,0.52
ORD-0155,2024-06-17,Customer 010,West,Corporate,Office Supplies,Desk Organizer,8,0.1,181.54629862140217,94.40407528312913,Jun,2024,0.52
ORD-0156,2024-02-05,Customer 024,South,Small Business,Office Supplies,Notebook,5,0.02,55.58686949051658,28.90517213506862,Feb,2024,0.52
ORD-0157,2024-02-20,Customer 077,North,Corporate,Furniture,Desk,3,0.15,866.1649038044629,329.1426634456959,Feb,2024,0.38
ORD-0158,2024-01-24,Customer 096,East,Consumer,Technology,Laptop,5,0.05,4383.260583160218,1402.6433866112695,Jan,2024,0.31999999999999995
ORD-0159,2024-03-15,Customer 047,South,Small Business,Furniture,Desk,7,0.1,1903.4308679459432,723.3037298194585,Mar,2024,0.38
ORD-0160,2024-03-30,Customer 062,North,Small Business,Technology,Keyboard,7,0.1,373.04828049438254,119.3754497582024,Mar,2024,0.31999999999999995
ORD-0161,2024-10-25,Customer 066,South,Consumer,Furniture,Bookshelf,8,0.15,998.8874747508821,379.5772404053352,Oct,2024,0.38
ORD-0162,2024-05-10,Customer 140,North,Corporate,Furniture,Bookshelf,5,0.15,669.8356410909199,254.53754361454958,May,2024,0.38
ORD-0163,2024-02-07,Customer 109,West,Corporate,Technology,Keyboard,5,0.15,245.68364387039696,78.61876603852701,Feb,2024,0.31999999999999995
ORD-0164,2024-05-08,Customer 124,West,Corporate,Office Supplies,Paper,4,0.08,33.93671153487013,17.64708999813247,May,2024,0.52
ORD-0165,2024-05-01,Customer 076,West,Small Business,Technology,Monitor,6,0.1,1172.0741963374385,375.06374282798026,May,2024,0.31999999999999995
ORD-0166,2024-05-31,Customer 003,North,Small Business,Office Supplies,Paper,7,0.05,66.16607067747428,34.40635675228663,May,2024,0.52
ORD-0167,2024-12-17,Customer 059,North,Small Business,Office Supplies,Notebook,8,0.05,88.15488831986401,45.84054192632929,Dec,2024,0.52
ORD-0168,2024-06-29,Customer 065,South,Small Business,Office Supplies,Notebook,4,0.1,40.191551905303896,20.899606990758027,Jun,2024,0.52
ORD-0169,2024-12-03,Customer 011,South,Small Business,Office Supplies,Pen Set,2,0.15,27.264884219525463,14.177739794153242,Dec,2024,0.52
ORD-0170,2024-08-13,Customer 034,North,Small Business,Technology,Printer,6,0.15,954.2987248986376,305.375591967564,Aug,2024,0.31999999999999995
ORD-0171,2024-05-31,Customer 052,East,Small Business,Technology,Monitor,7,0.02,1750.028330641026,560.0090658051282,May,2024,0.31999999999999995
ORD-0172,2024-10-03,Customer 066,East,Small Business,Technology,Keyboard,5,0.02,238.36701337193546,76.27744427901933,Oct,2024,0.31999999999999995
ORD-0173,2024-09-03,Customer 120,East,Small Business,Office Supplies,Desk Organizer,6,0.0,134.41099659778635,69.8937182308489,Sep,2024,0.52
ORD-0174,2024-03-13,Customer 094,South,Small Business,Technology,Monitor,7,0.1,1423.0246352668062,455.3678832853779,Mar,2024,0.31999999999999995
ORD-0175,2024-07-21,Customer 095,North,Corporate,Technology,Monitor,2,0.08,465.5332421460995,148.97063748675183,Jul,2024,0.31999999999999995
ORD-0176,2024-12-10,Customer 096,East,Small Business,Office Supplies,Pen Set,7,0.15,99.29015402753733,51.63088009431941,Dec,2024,0.52
ORD-0177,2024-12-11,Customer 144,South,Corporate,Technology,Monitor,1,0.1,230.37548888613583,73.72015644356345,Dec,2024,0.31999999999999995
ORD-0178,2024-11-08,Customer 119,South,Small Business,Furniture,Office Chair,2,0.15,351.43742002990876,133.54621961136533,Nov,2024,0.38
ORD-0179,2024-06-03,Customer 010,West,Consumer,Office Supplies,Paper,3,0.0,30.58876161789079,15.90615604130321,Jun,2024,0.52
ORD-0180,2024-09-09,Customer 035,North,Consumer,Technology,Printer,4,0.1,594.300664387783,190.17621260409052,Sep,2024,0.31999999999999995
ORD-0181,2024-08-20,Customer 040,East,Small Business,Furniture,Desk,7,0.1,1959.7292362036765,744.697109757397,Aug,2024,0.38
ORD-0182,2024-12-01,Customer 009,North,Corporate,Furniture,Desk,7,0.05,1937.837346363993,736.3781916183174,Dec,2024,0.38
ORD-0183,2024-07-08,Customer 093,South,Corporate,Office Supplies,Paper,8,0.02,79.70932306054854,41.448847991485245,Jul,2024,0.52
ORD-0184,2024-12-17,Customer 102,East,Small Business,Technology,Monitor,6,0.0,1608.3095405945253,514.659052990248,Dec,2024,0.31999999999999995
ORD-0185,2024-04-07,Customer 055,North,Corporate,Technology,Printer,2,0.15,290.59113728182615,92.98916393018435,Apr,2024,0.31999999999999995
ORD-0186,2024-11-23,Customer 033,North,Consumer,Office Supplies,Pen Set,6,0.02,111.9994320867095,58.239704685088945,Nov,2024,0.52
ORD-0187,2024-10-16,Customer 056,South,Consumer,Office Supplies,Stapler,4,0.1,59.43509967893372,30.906251833045534,Oct,2024,0.52
ORD-0188,2024-04-29,Customer 038,East,Consumer,Office Supplies,Desk Organizer,1,0.05,21.524998179855764,11.192999053524998,Apr,2024,0.52
ORD-0189,2024-10-03,Customer 007,East,Consumer,Technology,Keyboard,2,0.15,95.65102885059738,30.60832923219116,Oct,2024,0.31999999999999995
ORD-0190,2024-01-08,Customer 045,East,Consumer,Technology,Keyboard,6,0.0,311.94903911923024,99.82369251815366,Jan,2024,0.31999999999999995
